0	1	0	
0.005	0.99005	0.00995025	
0.01	0.980199	0.0198015	
0.015	0.970446	0.0295547	
0.02	0.960789	0.0392109	
0.025	0.951229	0.048771	
0.03	0.941765	0.058236	
0.035	0.932394	0.0676067	
0.04	0.923116	0.0768843	
0.045	0.913931	0.0860695	
0.05	0.904837	0.0951634	
0.055	0.895834	0.104167	
0.06	0.88692	0.113081	
0.065	0.878095	0.121906	
0.07	0.869358	0.130643	
0.075	0.860708	0.139293	
0.08	0.852144	0.147857	
0.085	0.843665	0.156336	
0.09	0.83527	0.164731	
0.095	0.826959	0.173042	
0.1	0.818731	0.181271	
0.105	0.810584	0.189417	
0.11	0.802519	0.197483	
0.115	0.794534	0.205468	
0.12	0.786628	0.213374	
0.125	0.778801	0.221201	
0.13	0.771052	0.22895	
0.135	0.763379	0.236622	
0.14	0.755784	0.244218	
0.145	0.748264	0.251739	
0.15	0.740818	0.259184	
0.155	0.733447	0.266555	
0.16	0.726149	0.273853	
0.165	0.718924	0.281079	
0.17	0.71177	0.288232	
0.175	0.704688	0.295314	
0.18	0.697676	0.302326	
0.185	0.690734	0.309268	
0.19	0.683861	0.316141	
0.195	0.677057	0.322946	
0.2	0.67032	0.329683	
0.205	0.66365	0.336353	
0.21	0.657047	0.342956	
0.215	0.650509	0.349494	
0.22	0.644036	0.355967	
0.225	0.637628	0.362375	
0.23	0.631284	0.368719	
0.235	0.625002	0.375001	
0.24	0.618783	0.38122	
0.245	0.612626	0.387377	
0.25	0.606531	0.393473	
0.255	0.600496	0.399508	
0.26	0.594521	0.405483	
0.265	0.588605	0.411398	
0.27	0.582748	0.417255	
0.275	0.57695	0.423054	
0.28	0.571209	0.428795	
0.285	0.565525	0.434478	
0.29	0.559898	0.440105	
0.295	0.554327	0.445676	
0.3	0.548812	0.451192	
0.305	0.543351	0.456653	
0.31	0.537944	0.462059	
0.315	0.532592	0.467412	
0.32	0.527292	0.472712	
0.325	0.522046	0.477958	
0.33	0.516851	0.483153	
0.335	0.511709	0.488295	
0.34	0.506617	0.493387	
0.345	0.501576	0.498428	
0.35	0.496585	0.503419	
0.355	0.491644	0.50836	
0.36	0.486752	0.513252	
0.365	0.481909	0.518095	
0.37	0.477114	0.52289	
0.375	0.472367	0.527638	
0.38	0.467666	0.532338	
0.385	0.463013	0.536991	
0.39	0.458406	0.541599	
0.395	0.453845	0.54616	
0.4	0.449329	0.550676	
0.405	0.444858	0.555147	
0.41	0.440432	0.559573	
0.415	0.436049	0.563955	
0.42	0.431711	0.568294	
0.425	0.427415	0.57259	
0.43	0.423162	0.576843	
0.435	0.418952	0.581053	
0.44	0.414783	0.585222	
0.445	0.410656	0.589349	
0.45	0.40657	0.593435	
0.455	0.402524	0.597481	
0.46	0.398519	0.601486	
0.465	0.394554	0.605451	
0.47	0.390628	0.609377	
0.475	0.386741	0.613264	
0.48	0.382893	0.617112	
0.485	0.379083	0.620922	
0.49	0.375311	0.624694	
0.495	0.371577	0.628429	
0.5	0.367879	0.632126	
0.505	0.364219	0.635786	
0.51	0.360595	0.63941	
0.515	0.357007	0.642998	
0.52	0.353455	0.646551	
0.525	0.349938	0.650068	
0.53	0.346456	0.65355	
0.535	0.343009	0.656997	
0.54	0.339596	0.66041	
0.545	0.336216	0.663789	
0.55	0.332871	0.667134	
0.555	0.329559	0.670447	
0.56	0.32628	0.673726	
0.565	0.323033	0.676972	
0.57	0.319819	0.680187	
0.575	0.316637	0.683369	
0.58	0.313486	0.68652	
0.585	0.310367	0.689639	
0.59	0.307279	0.692727	
0.595	0.304221	0.695785	
0.6	0.301194	0.698812	
0.605	0.298197	0.701809	
0.61	0.29523	0.704776	
0.615	0.292293	0.707713	
0.62	0.289384	0.710622	
0.625	0.286505	0.713501	
0.63	0.283654	0.716352	
0.635	0.280832	0.719174	
0.64	0.278037	0.721969	
0.645	0.275271	0.724735	
0.65	0.272532	0.727474	
0.655	0.26982	0.730186	
0.66	0.267135	0.732871	
0.665	0.264477	0.735529	
0.67	0.261846	0.73816	
0.675	0.25924	0.740766	
0.68	0.256661	0.743345	
0.685	0.254107	0.745899	
0.69	0.251579	0.748428	
0.695	0.249075	0.750931	
0.7	0.246597	0.753409	
0.705	0.244143	0.755863	
0.71	0.241714	0.758292	
0.715	0.239309	0.760697	
0.72	0.236928	0.763079	
0.725	0.23457	0.765436	
0.73	0.232236	0.76777	
0.735	0.229925	0.770081	
0.74	0.227638	0.772369	
0.745	0.225373	0.774634	
0.75	0.22313	0.776876	
0.755	0.22091	0.779097	
0.76	0.218712	0.781295	
0.765	0.216536	0.783471	
0.77	0.214381	0.785625	
0.775	0.212248	0.787759	
0.78	0.210136	0.789871	
0.785	0.208045	0.791961	
0.79	0.205975	0.794032	
0.795	0.203926	0.796081	
0.8	0.201897	0.79811	
0.805	0.199888	0.800119	
0.81	0.197899	0.802108	
0.815	0.19593	0.804077	
0.82	0.19398	0.806027	
0.825	0.19205	0.807957	
0.83	0.190139	0.809868	
0.835	0.188247	0.81176	
0.84	0.186374	0.813633	
0.845	0.18452	0.815487	
0.85	0.182684	0.817323	
0.855	0.180866	0.819141	
0.86	0.179066	0.820941	
0.865	0.177284	0.822722	
0.87	0.17552	0.824486	
0.875	0.173774	0.826233	
0.88	0.172045	0.827962	
0.885	0.170333	0.829674	
0.89	0.168638	0.831369	
0.895	0.16696	0.833047	
0.9	0.165299	0.834708	
0.905	0.163654	0.836353	
0.91	0.162026	0.837981	
0.915	0.160414	0.839593	
0.92	0.158817	0.84119	
0.925	0.157237	0.84277	
0.93	0.155673	0.844334	
0.935	0.154124	0.845883	
0.94	0.15259	0.847417	
0.945	0.151072	0.848935	
0.95	0.149569	0.850438	
0.955	0.14808	0.851927	
0.96	0.146607	0.8534	
0.965	0.145148	0.854859	
0.97	0.143704	0.856303	
0.975	0.142274	0.857733	
0.98	0.140858	0.859149	
0.985	0.139457	0.86055	
0.99	0.138069	0.861938	
0.995	0.136695	0.863312	
1	0.135335	0.864672	
1.005	0.133989	0.866019	
1.01	0.132655	0.867352	
1.015	0.131336	0.868672	
1.02	0.130029	0.869979	
1.025	0.128735	0.871272	
1.03	0.127454	0.872553	
1.035	0.126186	0.873822	
1.04	0.12493	0.875077	
1.045	0.123687	0.87632	
1.05	0.122456	0.877551	
1.055	0.121238	0.878769	
1.06	0.120032	0.879976	
1.065	0.118837	0.88117	
1.07	0.117655	0.882353	
1.075	0.116484	0.883523	
1.08	0.115325	0.884682	
1.085	0.114178	0.88583	
1.09	0.113042	0.886966	
1.095	0.111917	0.888091	
1.1	0.110803	0.889204	
1.105	0.109701	0.890307	
1.11	0.108609	0.891398	
1.115	0.107528	0.892479	
1.12	0.106459	0.893549	
1.125	0.105399	0.894608	
1.13	0.10435	0.895657	
1.135	0.103312	0.896695	
1.14	0.102284	0.897723	
1.145	0.101266	0.898741	
1.15	0.100259	0.899749	
1.155	0.0992613	0.900746	
1.16	0.0982736	0.901734	
1.165	0.0972957	0.902712	
1.17	0.0963276	0.90368	
1.175	0.0953692	0.904638	
1.18	0.0944202	0.905587	
1.185	0.0934807	0.906527	
1.19	0.0925506	0.907457	
1.195	0.0916297	0.908378	
1.2	0.090718	0.90929	
1.205	0.0898153	0.910192	
1.21	0.0889216	0.911086	
1.215	0.0880368	0.911971	
1.22	0.0871609	0.912847	
1.225	0.0862936	0.913714	
1.23	0.085435	0.914573	
1.235	0.0845849	0.915423	
1.24	0.0837432	0.916264	
1.245	0.08291	0.917098	
1.25	0.082085	0.917923	
1.255	0.0812682	0.918739	
1.26	0.0804596	0.919548	
1.265	0.079659	0.920349	
1.27	0.0788664	0.921141	
1.275	0.0780817	0.921926	
1.28	0.0773047	0.922703	
1.285	0.0765355	0.923472	
1.29	0.075774	0.924234	
1.295	0.07502	0.924988	
1.3	0.0742736	0.925734	
1.305	0.0735345	0.926473	
1.31	0.0728029	0.927205	
1.315	0.0720785	0.927929	
1.32	0.0713613	0.928646	
1.325	0.0706512	0.929357	
1.33	0.0699482	0.93006	
1.335	0.0692522	0.930756	
1.34	0.0685632	0.931445	
1.345	0.0678809	0.932127	
1.35	0.0672055	0.932802	
1.355	0.0665368	0.933471	
1.36	0.0658748	0.934133	
1.365	0.0652193	0.934789	
1.37	0.0645703	0.935437	
1.375	0.0639279	0.93608	
1.38	0.0632918	0.936716	
1.385	0.062662	0.937346	
1.39	0.0620385	0.937969	
1.395	0.0614212	0.938587	
1.4	0.0608101	0.939198	
1.405	0.060205	0.939803	
1.41	0.0596059	0.940402	
1.415	0.0590129	0.940995	
1.42	0.0584257	0.941582	
1.425	0.0578443	0.942164	
1.43	0.0572688	0.942739	
1.435	0.0566989	0.943309	
1.44	0.0561348	0.943873	
1.445	0.0555762	0.944432	
1.45	0.0550232	0.944985	
1.455	0.0544757	0.945532	
1.46	0.0539337	0.946074	
1.465	0.053397	0.946611	
1.47	0.0528657	0.947142	
1.475	0.0523397	0.947668	
1.48	0.0518189	0.948189	
1.485	0.0513033	0.948705	
1.49	0.0507928	0.949215	
1.495	0.0502874	0.94972	
1.5	0.0497871	0.950221	
1.505	0.0492917	0.950716	
1.51	0.0488012	0.951207	
1.515	0.0483156	0.951692	
1.52	0.0478349	0.952173	
1.525	0.0473589	0.952649	
1.53	0.0468877	0.95312	
1.535	0.0464212	0.953587	
1.54	0.0459593	0.954049	
1.545	0.045502	0.954506	
1.55	0.0450492	0.954959	
1.555	0.044601	0.955407	
1.56	0.0441572	0.955851	
1.565	0.0437178	0.95629	
1.57	0.0432828	0.956725	
1.575	0.0428521	0.957156	
1.58	0.0424257	0.957582	
1.585	0.0420036	0.958004	
1.59	0.0415857	0.958422	
1.595	0.0411719	0.958836	
1.6	0.0407622	0.959246	
1.605	0.0403566	0.959651	
1.61	0.0399551	0.960053	
1.615	0.0395575	0.960451	
1.62	0.0391639	0.960844	
1.625	0.0387742	0.961234	
1.63	0.0383884	0.96162	
1.635	0.0380064	0.962002	
1.64	0.0376283	0.96238	
1.645	0.0372538	0.962754	
1.65	0.0368832	0.963125	
1.655	0.0365162	0.963492	
1.66	0.0361528	0.963855	
1.665	0.0357931	0.964215	
1.67	0.035437	0.964571	
1.675	0.0350844	0.964924	
1.68	0.0347353	0.965273	
1.685	0.0343896	0.965618	
1.69	0.0340475	0.965961	
1.695	0.0337087	0.966299	
1.7	0.0333733	0.966635	
1.705	0.0330412	0.966967	
1.71	0.0327124	0.967296	
1.715	0.0323869	0.967621	
1.72	0.0320647	0.967943	
1.725	0.0317456	0.968262	
1.73	0.0314298	0.968578	
1.735	0.031117	0.968891	
1.74	0.0308074	0.969201	
1.745	0.0305009	0.969507	
1.75	0.0301974	0.969811	
1.755	0.0298969	0.970111	
1.76	0.0295994	0.970409	
1.765	0.0293049	0.970703	
1.77	0.0290133	0.970995	
1.775	0.0287246	0.971283	
1.78	0.0284388	0.971569	
1.785	0.0281559	0.971852	
1.79	0.0278757	0.972132	
1.795	0.0275983	0.97241	
1.8	0.0273237	0.972684	
1.805	0.0270518	0.972956	
1.81	0.0267827	0.973225	
1.815	0.0265162	0.973492	
1.82	0.0262523	0.973756	
1.825	0.0259911	0.974017	
1.83	0.0257325	0.974276	
1.835	0.0254765	0.974532	
1.84	0.025223	0.974785	
1.845	0.024972	0.975036	
1.85	0.0247235	0.975285	
1.855	0.0244775	0.975531	
1.86	0.024234	0.975774	
1.865	0.0239928	0.976015	
1.87	0.0237541	0.976254	
1.875	0.0235177	0.97649	
1.88	0.0232837	0.976724	
1.885	0.0230521	0.976956	
1.89	0.0228227	0.977185	
1.895	0.0225956	0.977413	
1.9	0.0223708	0.977637	
1.905	0.0221482	0.97786	
1.91	0.0219278	0.97808	
1.915	0.0217096	0.978299	
1.92	0.0214936	0.978515	
1.925	0.0212797	0.978728	
1.93	0.021068	0.97894	
1.935	0.0208584	0.97915	
1.94	0.0206508	0.979357	
1.945	0.0204453	0.979563	
1.95	0.0202419	0.979766	
1.955	0.0200405	0.979968	
1.96	0.0198411	0.980167	
1.965	0.0196437	0.980364	
1.97	0.0194482	0.98056	
1.975	0.0192547	0.980753	
1.98	0.0190631	0.980945	
1.985	0.0188734	0.981135	
1.99	0.0186856	0.981323	
1.995	0.0184997	0.981508	
2	0.0183156	0.981693	
2.005	0.0181334	0.981875	
2.01	0.017953	0.982055	
2.015	0.0177743	0.982234	
2.02	0.0175975	0.982411	
2.025	0.0174224	0.982586	
2.03	0.017249	0.982759	
2.035	0.0170774	0.982931	
2.04	0.0169075	0.983101	
2.045	0.0167392	0.983269	
2.05	0.0165727	0.983436	
2.055	0.0164078	0.9836	
2.06	0.0162445	0.983764	
2.065	0.0160829	0.983925	
2.07	0.0159229	0.984085	
2.075	0.0157644	0.984244	
2.08	0.0156076	0.984401	
2.085	0.0154523	0.984556	
2.09	0.0152985	0.98471	
2.095	0.0151463	0.984862	
2.1	0.0149956	0.985013	
2.105	0.0148464	0.985162	
2.11	0.0146986	0.98531	
2.115	0.0145524	0.985456	
2.12	0.0144076	0.985601	
2.125	0.0142642	0.985744	
2.13	0.0141223	0.985886	
2.135	0.0139818	0.986026	
2.14	0.0138427	0.986166	
2.145	0.0137049	0.986303	
2.15	0.0135686	0.98644	
2.155	0.0134335	0.986575	
2.16	0.0132999	0.986708	
2.165	0.0131675	0.986841	
2.17	0.0130365	0.986972	
2.175	0.0129068	0.987101	
2.18	0.0127784	0.98723	
2.185	0.0126512	0.987357	
2.19	0.0125254	0.987483	
2.195	0.0124007	0.987608	
2.2	0.0122773	0.987731	
2.205	0.0121552	0.987853	
2.21	0.0120342	0.987974	
2.215	0.0119145	0.988094	
2.22	0.0117959	0.988212	
2.225	0.0116786	0.98833	
2.23	0.0115624	0.988446	
2.235	0.0114473	0.988561	
2.24	0.0113334	0.988675	
2.245	0.0112206	0.988788	
2.25	0.011109	0.988899	
2.255	0.0109985	0.98901	
2.26	0.010889	0.989119	
2.265	0.0107807	0.989228	
2.27	0.0106734	0.989335	
2.275	0.0105672	0.989441	
